O_id,D_id,action,R_5_00,R_5_10,R_5_20,R_5_30,R_5_40,R_5_50,R_6_00,R_6_10,R_6_20,R_6_30,R_6_40,R_6_50,R_7_00,R_7_10,R_7_20,R_7_30,R_7_40,R_7_50,R_8_00,R_8_10,R_8_20,R_8_30,R_8_40,R_8_50,R_9_00,R_9_10,R_9_20,R_9_30,R_9_40,R_9_50,R_10_00,R_10_10,R_10_20,R_10_30,R_10_40,R_10_50,R_11_00,R_11_10,R_11_20,R_11_30,R_11_40,R_11_50,R_12_00,R_12_10,R_12_20,R_12_30,R_12_40,R_12_50,R_13_00,R_13_10,R_13_20,R_13_30,R_13_40,R_13_50,R_14_00,R_14_10,R_14_20,R_14_30,R_14_40,R_14_50,R_15_00,R_15_10,R_15_20,R_15_30,R_15_40,R_15_50,R_16_00,R_16_10,R_16_20,R_16_30,R_16_40,R_16_50,R_17_00,R_17_10,R_17_20,R_17_30,R_17_40,R_17_50,R_18_00,R_18_10,R_18_20,R_18_30,R_18_40,R_18_50,R_19_00,dis,cnt,weight,cu
325,335,WEST,19.36871752,28.57320273,37.39187196,45.51623707,52.88891579,59.55453926,65.59087845,71.07983801,76.09643758,80.70552905,84.96167101,88.91016314,150.5602783,137.7846999,111.2140011,215.5061638,372.9757484,335.7827831,186.7008242,321.2933095,300.7844289,152.4062485,119.215674,121.1235392,162.7030457,124.605396,126.1848375,127.6594157,264.7085681,153.4464042,131.4683297,132.5364185,133.5048961,134.3742216,135.1447369,135.8166911,136.3902603,399.3927476,401.5571667,482.9650057,430.8381051,511.4538852,457.9508038,670.220085,323.2713181,479.7375424,451.1464908,395.7090981,187.1886137,134.9147404,482.8293504,403.2772732,228.6331981,131.1142905,152.7158687,195.4176075,345.8391619,443.4517363,514.3462966,696.4884732,692.3095944,666.9976005,640.7436809,613.6047373,585.6405007,556.9136547,527.4900204,497.4388182,466.8330382,435.7499572,404.2718633,372.4870656,340.4913139,301.0389793,218.3506377,187.1340739,197.6468316,181.5644615,151.139372,121.7409287,83.76473201,51.47978436,25.70688964,16.51760881,8.181358661,84.68854125,4,0.047231892,0.6046875
318,336,NORTHEAST,19.34778088,28.55246947,37.37251369,45.49859197,52.87295955,59.54011498,65.57779677,71.06791717,76.08551725,80.69547303,84.95236572,88.90151463,92.58032087,96.01957896,99.24463451,102.276361,105.1319655,107.8256469,110.3691305,112.7721032,115.0425667,117.1871266,119.2112286,121.1193535,122.9151781,124.6017084,126.1813908,127.6562056,129.0277452,130.2972797,131.4658127,132.5341285,133.502832,134.3723823,135.1431218,135.8152995,136.389092,136.8646197,137.2419617,137.5211663,217.7285191,217.8233836,137.7701704,137.6569886,137.4457076,137.1363097,843.5205672,914.7027927,905.5851984,895.0331587,883.067837,869.713282,854.9964,838.9469255,821.5973904,802.9830939,783.142073,762.1150759,739.9455399,716.6795753,692.3659587,667.0561406,640.8042702,613.6672431,585.7047836,556.9795687,527.557412,497.507526,466.9028918,168.029514,94.98398694,91.47375334,87.71509202,83.67529923,79.31467219,74.58516743,69.42909975,63.77834037,57.55512669,50.67707581,43.07230154,34.717712,25.72761785,16.53788196,8.197931294,73.31831017,1,0.013639158,0
337,333,EAST,19.38090063,28.58523341,37.40307495,45.52642262,52.89810375,59.56282517,65.59837548,71.08665401,76.10266731,80.71125279,168.0238539,154.9594432,136.1482301,96.03139321,99.25571503,310.6699008,487.4592698,536.7924274,566.0039726,594.4978014,519.5233288,435.3472826,425.4477953,671.3815826,724.0371804,746.9664583,768.7847245,789.4466978,808.9097737,827.1340431,844.0823156,859.7201475,874.0158713,886.9406271,898.4683919,908.5760086,917.2432142,924.4526633,930.1899495,934.4436229,937.2052032,938.4691884,938.2330609,936.4972888,933.2653259,928.5436091,922.341551,914.6715303,867.2144403,553.1895474,508.5672127,501.4373949,493.5768241,485.0001215,475.7232293,465.7633775,455.1390485,443.8699388,431.9769186,419.4819891,178.3983714,118.593547,116.5324287,114.3492621,205.9721253,109.5924149,107.0032266,104.2604154,101.3515346,98.26150901,94.97206367,91.46102282,87.70145238,83.66062673,79.29881685,74.56794842,69.41030151,63.75771192,71.26713885,71.10634035,51.66118834,40.82002269,26.92634307,16.50678413,8.172541257,79.57869677,0,0,0
321,338,NORTH,19.31697996,28.52192189,37.34395428,45.47252827,52.84936331,59.51876055,65.55840911,71.05023135,76.06929903,80.68052319,84.93851793,88.88863129,92.56828857,96.00830434,99.23404071,102.2663847,105.1225545,107.8167581,110.3607284,112.7641583,115.0350549,117.1800278,119.2045265,121.1130347,122.9092315,313.4332686,512.4297789,789.308079,808.7796404,827.01266,843.9699285,859.616983,873.9221366,886.8565097,898.3940594,908.5116089,917.1888749,924.4084915,930.1560321,934.4200261,937.1919724,938.4663488,938.2406166,936.5152233,933.2936022,691.5846442,215.1358205,136.2248307,135.6211122,134.9189601,134.1181773,133.2184885,132.2195183,131.1207661,129.9215761,128.6211013,127.218262,125.711696,124.0997001,122.3801604,120.5504702,118.6074315,116.5471375,114.3648312,112.0547352,109.609845,107.0216779,104.2799656,101.3722779,98.28355931,94.99555937,91.48613184,87.72837874,83.68961829,79.33017415,74.60203406,69.44754813,63.79862392,57.5775275,50.7018751,43.09969874,34.74762783,25.75925467,16.56887305,8.223317382,68.23526602,2,0.029310357,0
317,338,NORTHWEST,19.32057872,28.52550394,37.34731463,45.47560496,52.85215746,59.52129691,65.56071865,71.05234422,76.07124203,80.68231919,84.94018609,88.89018746,92.56974585,96.00967352,99.23533066,102.2676027,105.1237067,107.8178493,110.3617628,112.7651393,115.0359851,117.1809096,147.3415176,309.8702537,423.3982074,435.7098324,447.4126724,458.4850687,468.906507,478.6576595,469.7753153,496.0779628,503.7147351,510.6165318,516.7705034,522.1651867,526.7905291,530.6379088,533.7001526,535.9715502,537.4478657,538.1263456,538.0057241,537.086225,535.369562,532.8589346,529.5590231,525.4759787,328.1189854,324.9553023,265.5026607,151.7768336,132.2191113,131.1203159,129.9210823,128.6205634,127.2176793,125.7110678,124.0990253,122.379438,120.5496988,118.6066094,116.5462627,114.3639013,112.0537474,109.6087957,107.0205629,104.2787798,101.3710152,98.28221228,94.99411898,91.48458717,87.72671649,83.68782231,79.32822481,74.59990765,69.44521624,63.79605329,57.5746809,50.69871505,43.0961978,34.74379393,25.75518792,16.56487652,8.220032216,154.1798099,1,0.006485934,0
304,339,NORTHEAST,19.39496038,28.59923238,37.41621611,45.53846409,59.23098748,77.88673098,93.60846447,71.09495124,112.3128787,132.1445779,143.3624375,154.3429427,165.0858031,175.5886046,185.8470345,195.8551642,205.6057337,215.0904175,247.2148078,353.665101,368.655,383.1597738,439.458456,498.1322223,604.0090401,747.0048703,768.8214166,789.4815892,808.9427875,827.1651069,844.111361,859.7471105,874.0406924,886.963251,898.488768,908.5940909,917.2589613,924.4660385,930.200921,934.4521636,937.2112908,938.4728058,938.2341955,936.4959333,933.2614778,928.5372709,922.3327301,914.6602391,905.5351332,894.9756802,883.0030587,869.6413323,854.917422,838.8610772,821.5048442,802.8840366,783.0367055,762.0036134,724.6730842,627.2102186,549.3115382,502.9001228,378.5965864,302.2013132,230.4145028,221.3976965,159.8527995,172.3936743,174.9831526,115.4074769,117.4153491,161.6890515,150.8699879,139.8135793,128.5194122,116.9849427,80.76218918,63.74744317,57.52101063,50.63931452,43.0305943,34.67218427,25.67949188,16.49077237,8.15939561,138.399059,2,0.014450965,0
339,334,EAST,19.39798936,28.60217263,37.41890827,45.54087127,52.91118445,59.57466341,65.60912383,71.0964593,76.11165935,80.71954195,84.97463402,88.92220766,92.59962427,96.03764548,240.0457867,363.8584969,467.7635067,536.8481048,566.0584005,594.5508537,622.2606575,649.1260756,675.0882801,295.8392212,484.4956011,124.6105066,384.6147057,260.0368279,808.9456632,827.167587,844.1134445,859.7487973,874.0419832,886.9641474,898.4892721,908.5942061,917.2586914,924.4653882,930.1998958,934.4507697,937.2095351,938.470696,938.23174,936.4931411,933.2583587,928.5338352,922.3289889,914.656204,905.5308164,894.9710945,882.9982175,869.6362495,854.912112,838.8555547,821.4991246,802.8781356,783.0306392,761.9973984,739.8218646,716.5501625,692.231083,666.916091,640.6593502,613.5177711,585.5510933,556.82201,527.3963524,497.3433519,466.7360108,370.4228101,94.96564042,91.45415194,87.69407712,83.65267814,79.29021127,74.55858487,69.4000594,63.74645049,57.5199525,50.63818633,47.25194187,41.57508514,25.67822808,16.48959584,8.158484391,70.42888614,1,0.01419872,0
340,322,SOUTHWEST,19.34209165,28.54677888,37.36714961,45.49365774,52.86845824,59.53601118,65.57404421,71.06447013,76.08233475,80.69251989,84.94961237,88.89893652,92.57789768,96.01729395,99.24247389,102.2743134,105.1300216,107.823799,110.3673724,112.7704296,115.0409736,117.1856104,119.2097866,121.1179836,122.9138785,124.6004777,126.180228,127.65511,129.0267164,246.9971723,368.980984,374.9076936,380.3206693,385.2105932,389.5690151,393.3883783,396.6620421,399.3843009,401.5504011,403.1565543,404.199948,644.8936014,858.1615402,936.5075228,933.2818942,928.5664791,922.3706776,914.7068559,905.5903316,895.0393554,783.6090606,624.2200486,614.0764117,556.081744,314.365747,174.0497746,127.2143058,125.7074622,124.0951838,122.3753557,120.5453696,118.6020258,116.5414155,114.3587793,112.0483367,109.6030798,107.0145213,104.2723882,101.3642436,98.2750246,94.98647138,91.47642642,87.71797793,83.67842742,79.31807845,74.58889514,69.43320096,63.78287626,57.56016612,50.68268885,43.07854109,34.72456828,25.73491527,16.54507699,8.203862989,77.60976524,0,0,0
318,340,NORTHWEST,19.34459487,28.54929234,37.36952746,45.49585258,52.87046708,59.53784835,65.57572918,71.06602239,76.08377188,80.69385706,84.95086236,88.90010997,92.57900341,96.01833922,99.24346468,102.2752547,105.1309174,107.8246526,110.3681866,112.7712066,115.041715,117.1863178,119.2104612,121.1186263,122.9144899,124.6010584,126.1807784,127.6556304,129.0272068,130.2967779,185.151936,624.5161528,873.9633941,886.8935975,879.2330717,908.5401414,682.4971216,432.058159,157.0103741,137.5210292,137.7021614,137.7851982,137.770145,137.6570006,137.4457574,137.1363973,136.728887,136.2231694,135.619154,134.9167043,134.1156234,133.2156353,132.2163645,131.1173099,129.9178152,128.6170328,127.2138822,125.7070003,124.0946827,122.3748141,149.1378833,118.6013993,181.5520001,239.1868481,172.0673372,109.6022578,107.0136426,104.2714481,101.3632368,98.27394449,94.98531008,91.4751743,87.71662331,83.67695607,79.31647304,74.58713467,69.43126018,63.78072542,57.55777163,50.68001632,43.07556408,34.7212901,25.73141867,16.54162188,8.201008159,145.8037178,0,0,0
341,303,SOUTHWEST,19.3631459,28.56771248,37.38677027,45.51160842,52.88474906,59.55078923,65.58749223,71.07676547,76.09363481,80.70295894,84.9593027,88.90797116,92.58635339,96.02523393,143.1269165,158.9600133,205.5725322,215.0581394,224.2687414,233.1945695,241.825419,250.1508056,258.1601031,265.8426612,273.1879089,280.1854444,286.8251137,293.09708,298.991885,304.5005025,309.614386,314.3255117,393.0550105,567.3292001,784.2113258,908.5611741,917.2310788,924.4432467,930.1832659,934.4396809,937.204006,938.4707338,938.237341,936.5042906,933.2750308,928.555993,922.3565847,914.689179,905.5691009,895.0146083,883.0468696,759.5116334,602.364507,485.0167376,475.7410016,465.782271,357.1521562,284.7964121,278.0441388,270.9371146,249.334248,146.3744704,116.5363432,114.3533912,112.0426163,109.597007,107.0080724,104.2655337,101.3569486,98.26724651,94.97815871,91.46751661,87.70839498,83.66807892,79.3068522,74.57665549,69.41978565,63.76809538,57.54380741,50.66453914,43.05844566,34.70257623,25.71160588,16.52219388,8.185083073,146.7109839,0,0,0
335,341,WEST,19.36698815,28.57145649,37.39021099,45.51469605,52.88749846,59.55323704,65.58967883,71.0787282,76.09540591,80.70456538,84.96076677,88.90931114,92.58758427,96.02636801,99.25099758,102.2823379,105.1375892,107.8309446,249.8174182,594.4554116,467.4016809,117.1913095,119.2151654,121.1230529,122.9186472,124.6049532,126.1844161,127.6590155,129.030343,130.2996679,131.4679935,132.5361036,133.5046029,134.3739502,135.1444875,135.8164638,136.3900554,136.8653829,137.2425251,137.5215303,137.7024264,137.7852273,137.7699383,137.6565584,137.4450797,137.1354843,136.7277387,136.2217858,135.617535,590.3339375,808.4422769,353.2969946,277.0445031,483.2239534,682.2275707,802.9431662,783.0997841,762.0705159,739.8988038,716.6307635,692.3151768,667.0034994,640.7498856,613.6112366,585.6472821,556.9207048,527.4973249,497.4463615,466.8408035,435.7579262,404.2800158,372.4953795,340.4997643,308.39837,276.3087267,244.3648701,212.72348,181.5730531,151.1478186,121.7491286,74.45390522,38.75235122,25.7096092,16.5203026,8.183588934,71.5081786,0,0,0
342,283,SOUTHWEST,19.4179242,28.62203658,37.43757069,45.55798651,52.92675417,59.58882032,65.62203599,71.10829094,76.12255685,80.7296305,84.98401853,88.93097517,92.60784664,96.04538193,99.26888919,102.2992111,105.1535297,107.8460229,110.3883991,120.9283388,199.9820919,276.9616693,304.5350234,314.1400747,323.3327161,332.0980797,340.4218147,370.3847683,469.0158344,548.4510874,547.2166692,617.3728554,627.222275,636.1245748,644.062528,651.0207872,656.9859105,648.7754325,573.3456035,575.8510493,577.4629447,644.8872837,631.4073698,537.073521,535.3482982,532.8291479,529.520766,525.4293196,520.5624348,514.9291812,508.5400529,501.4069472,409.4812903,367.0115511,360.4247703,353.3489639,345.7960963,337.778847,329.3105639,320.4052114,311.0773137,292.3430889,221.5831375,197.5246843,190.9369052,184.1096827,177.0469058,169.7515389,162.2253697,143.411813,120.4126866,96.33843519,87.68452584,83.64234472,79.27898056,74.54631751,69.38658844,63.73158014,57.50346328,50.61985659,43.00906318,34.64863729,25.65455649,16.46632482,8.139376971,209.1916774,0,0,0
342,328,EAST,19.4241403,28.62808995,37.44313191,45.56297614,52.93119673,59.59277523,65.62556861,71.11146167,76.12541781,80.73222532,103.9018121,120.5720717,180.2710862,280.5735771,285.9776138,289.7202294,402.5496552,451.1175451,474.9926955,449.9009215,480.8531517,542.8015595,641.9726695,688.7865368,724.1497385,747.0739104,768.8868443,789.5432716,768.1150378,589.9232604,587.4728222,612.736986,815.0391099,887.0001548,898.5212393,831.3192744,761.1048951,766.961791,851.0347721,934.4617173,937.2161745,938.4730123,938.2297271,936.4868014,933.2477033,928.5188836,922.3097694,914.6327534,828.6690961,788.5699626,807.7815541,869.5964123,854.8683544,838.8079637,821.4477952,802.823171,782.9721505,761.9355044,739.7566921,716.4818461,692.1597651,656.0435503,577.8921599,553.3935668,509.9250959,404.1452047,409.4042396,340.052189,320.5229639,273.4249031,181.5673894,103.0168749,87.68278527,83.64050817,79.27703504,74.54424767,69.38437651,63.7292063,57.50090715,50.61710102,43.00610326,34.64550039,25.65134367,16.46328494,8.13698048,155.2763132,3,0.019320397,0.1296875
317,343,NORTH,19.32363338,28.52849328,37.35007291,45.47808991,52.85437878,59.52328217,65.56249892,71.05394842,76.07269528,108.8182322,84.94139708,141.936611,238.6106651,307.9986004,329.9835394,313.2491278,238.9973347,250.748382,262.1828921,273.2846125,232.4602756,169.5004112,119.205857,121.1142831,122.9104005,124.5972166,126.1771794,127.6522704,129.0240826,130.2938871,155.3897075,326.7992392,380.3107545,536.0825312,643.9811937,650.9497202,656.9252544,793.4066262,930.1586487,934.4216103,937.1925227,938.4658655,831.4911159,936.5126826,880.3085228,717.3875724,922.384745,914.7238434,905.6102049,692.5659523,633.4396183,624.2391903,614.0974033,603.0339084,591.0701696,511.4163563,411.8244916,337.8642986,329.4008089,320.5001064,197.4099413,118.6060361,116.545664,114.3632764,112.053095,109.6081146,107.0198513,104.2780356,101.3702358,98.28139451,94.99325894,91.48368013,87.72575676,83.68680296,79.32713754,74.59874255,69.44396169,63.79469607,57.57320694,50.69711148,43.0944582,34.74193025,25.75325604,16.5630233,8.218546839,83.91342277,0,0,0
343,331,SOUTHEAST,19.3250738,28.52990635,37.35137994,45.47927028,52.85543645,59.52422973,65.56335065,71.05471776,76.07339391,80.68428034,84.9419821,88.8918394,92.571271,96.01108608,99.23664231,102.2688231,105.1248437,107.8189097,295.18669,594.3259917,622.0422173,648.9145415,674.8841137,699.8948824,723.8935253,746.8294082,768.6545658,789.3237009,808.7941926,827.0261154,843.9822622,859.6281724,873.9321618,886.865353,898.4017056,908.5180452,917.1940909,924.4124795,930.1587866,934.4215442,937.1922538,938.4653954,938.2384329,617.2055518,456.0128342,137.1370832,136.7297899,136.2242898,135.6204924,134.9182615,134.1174,133.2176326,132.2185837,131.1197527,129.9204835,128.6199291,127.2170095,125.7103624,124.0982841,122.3786604,120.5488844,118.6057573,116.5453719,114.3629705,112.0527747,109.6077792,107.0194998,104.2776668,101.3698483,98.28098666,94.99282863,91.48322484,87.72527339,83.68628781,79.32658611,74.59814947,69.44332063,63.79399978,57.57244756,50.69628168,43.09355379,34.74095652,25.75224132,16.5620444,8.217757569,73.29152152,0,0,0
308,344,NORTHEAST,19.35258094,28.55720829,37.37692484,45.50260081,52.87657418,59.54337329,65.58074355,71.07059509,76.08796377,80.69771987,84.95443928,88.90343671,92.58210941,96.02124871,99.2461976,102.2778275,105.1333436,140.5649877,179.0323696,233.1838055,241.8150035,250.1407526,258.1504265,265.8333748,273.1790266,280.1769795,286.8170793,293.0894887,298.984749,269.6522865,327.7796784,496.5275579,503.5523602,322.5056082,325.96662,328.9986898,351.199141,767.3665715,930.1758286,934.4340332,937.2001617,938.4687033,938.2371309,936.5059039,933.278467,750.6547292,922.3636502,914.6980439,905.57975,876.1445592,714.6516466,685.5839331,548.1852605,485.02853,475.7536826,465.7958161,455.1734092,380.2626305,278.0545974,270.9480039,263.4968788,255.7116845,181.5485365,189.5038249,194.5118352,221.4423886,212.1451868,183.4656315,120.1938051,98.27115145,94.98233212,91.47198991,105.936348,117.3901484,128.5731426,117.0398627,105.2621937,75.93127367,57.55202187,50.67365314,43.0685369,34.71361999,25.72331109,16.53368446,8.19451189,150.6445363,1,0.006638143,0
345,305,SOUTHWEST,19.30255797,28.50762439,37.33059422,45.46034245,52.83833733,59.50878771,65.54935979,71.04198086,76.06173724,80.67355646,84.93206813,88.8826338,92.56269013,121.6054913,119.6277154,102.26175,105.1181848,107.812633,110.3568312,190.2143381,267.7431397,404.4989127,452.5743545,468.3457864,483.4650891,497.9030817,511.6319607,524.6253367,536.8582705,548.3073117,558.9505338,568.7675703,577.7396489,585.849623,562.3927934,444.8858466,448.7022086,546.3543849,565.3661755,519.9492503,601.388983,361.9699412,522.00795,521.0910968,519.5442271,516.9853104,450.9990288,572.2118946,474.5015083,409.0078502,224.0053537,133.2199782,132.2211651,131.1225709,240.406126,263.5150377,258.4259094,253.0165624,235.1229071,182.2874355,166.5846965,217.520642,137.9179937,114.3683681,112.0584793,109.6138085,107.0258755,104.2844152,101.3770011,98.28858226,95.00091384,91.49185637,87.73452015,83.69623348,79.33733212,74.6098181,69.45605765,63.80797491,57.58784895,50.7132954,43.11230849,34.76138951,25.77380111,16.58311787,8.234986336,157.9434899,0,0,0
345,329,SOUTHEAST,19.30709638,28.5121046,37.33476336,45.46412981,52.8417507,59.51186314,65.55213987,71.04450609,76.06404317,80.67567319,84.93402072,88.88444291,92.56437277,96.00463129,99.23058585,102.2631278,105.1194789,151.2944987,201.8380657,233.1405628,178.2433619,157.4492553,258.1119039,251.1301056,197.6203897,124.5942795,126.1744329,127.6497112,146.21063,304.4658878,309.5823382,314.2960827,207.7255417,698.7228931,707.5700714,715.3276316,761.0228975,747.2128509,831.181993,874.5643718,737.3174664,738.2952896,738.1235108,736.8024632,734.3347174,730.7250785,549.2764002,525.4822183,520.6249028,515.0011068,359.053913,317.3583175,349.0036252,431.5731975,475.8005704,465.8461472,455.2270933,554.8253033,540.2596003,419.5839873,406.5147507,392.8906248,378.7367248,364.0791142,325.7765258,300.4971302,212.1898727,202.6219079,192.7907072,182.7042931,172.3695443,154.9385156,144.3337052,129.0946008,89.74530423,74.60760964,69.45365291,63.80534305,57.58495597,50.71010804,43.10880457,34.7575828,25.76979613,16.57921481,8.231804692,131.2189582,0,0,0
315,346,NORTHEAST,19.40686773,28.61096977,37.42712842,45.54837043,52.91797187,59.58080463,65.61469834,71.10154355,76.11632086,80.72383813,84.97861279,148.1294834,165.0976777,167.9618951,185.8583357,195.8661764,124.7631856,107.8423718,110.3849222,112.7870183,115.0566521,130.7718924,258.3149417,280.2675011,469.2824283,529.4943868,543.5208585,491.3018419,332.6617222,357.2586977,558.9942542,349.9037126,188.7793051,153.2916783,268.5945052,869.8126719,839.1786164,707.8720156,731.9650611,655.4782132,557.4605176,558.1460432,578.0375003,497.1815509,475.6151529,750.5680449,686.5318389,720.0415534,655.475866,287.4717434,171.3146721,206.9475668,186.785282,201.6891177,233.5610667,212.5974556,291.1550988,189.8247489,124.0833919,122.3627876,120.5320045,118.5878384,116.5263747,114.3428475,112.0314684,109.5852196,106.9956027,104.2523301,101.3429482,98.25237339,94.9623206,91.45060154,106.3232995,128.5009492,128.5061854,104.9507152,69.3947727,63.74063895,57.51353558,52.16695555,49.56069141,39.29114358,27.72561603,16.48074144,8.151247941,112.4429293,4,0.035573602,0.3875
346,332,EAST,19.41076274,28.61481483,37.43070847,45.55162519,52.92090784,67.67809785,97.06026407,109.0071915,120.7068468,132.1635463,143.3810093,154.3611223,165.1035903,175.6059953,185.864021,195.8717361,205.6218782,247.9907375,327.2800071,474.1404955,495.4893677,516.1734193,536.1498923,555.3778862,573.8183461,638.5052614,753.0111938,789.5123856,808.971495,827.1916713,844.1357327,859.7692446,874.0605488,886.9807943,898.5039673,908.6069206,917.2694002,924.4740704,930.2065346,934.4553522,877.2129514,818.358217,658.0739789,537.0725036,535.3482042,532.8299823,529.5225321,525.4320191,520.5660674,514.9337447,508.5455436,446.5286998,312.8794489,308.0400527,302.8003657,297.1685808,438.4958403,443.8316112,431.9365397,419.4396335,406.3639835,392.7337218,378.5739748,363.9108164,348.771224,333.1830372,317.174924,300.7763586,284.0176177,266.9298075,264.4384094,266.8317343,233.4968917,223.2196402,240.9831001,206.5430926,180.9750108,128.6523743,101.948698,73.53738969,67.24188838,47.21469061,25.66562899,16.47728185,8.148432675,151.3781563,2,0.013211946,0
311,347,NORTHEAST,19.37560295,28.58003725,37.39826815,45.5220806,52.89421186,59.55933734,65.59523925,71.08382016,76.10009303,80.70890201,84.96479845,88.91307562,92.59111271,96.0296861,99.25412646,102.285295,105.1403889,107.8335986,110.3766427,112.7792026,302.1365994,294.6450298,434.6878918,371.1901348,323.2890393,332.0565253,340.3824519,348.253044,355.6551603,362.5763433,369.0048642,374.9297636,380.3408882,435.7005275,644.0252305,650.9881368,709.2087773,924.4513265,930.1893687,934.4437955,937.2061252,938.4708545,938.2354641,936.5004207,933.2691769,928.5481678,922.3468046,914.6774648,905.5554771,894.9991033,833.4202038,771.8252982,614.0368892,602.9681017,590.9991965,578.1534294,564.4558031,549.9330341,534.6135173,458.9956336,311.1224579,283.3876954,221.3709153,114.3503929,112.0394466,109.593656,107.0045277,104.261781,101.3529699,98.26302034,94.9736589,91.46271143,87.70324587,83.66253906,79.30086482,74.57015214,69.41268473,63.76030185,57.53521592,50.65504547,43.04797782,34.69116958,25.69957007,16.51043408,8.175481566,131.7221825,5,0.037958679,0.465625
330,348,NORTHEAST,19.33428616,28.53901618,37.35987255,45.48699923,52.86241478,59.5305284,65.56905444,71.05990769,76.07814128,153.1017369,201.6266687,219.6411893,237.4508562,255.0200613,272.3148477,289.3024961,124.5923235,107.8214544,110.365151,112.7683242,115.0389779,117.1837198,119.2079969,382.0901817,423.4144935,435.7251816,350.6076902,127.6537871,197.1766741,130.2951712,239.1370237,496.0872418,466.4187739,285.5544592,478.3896237,405.8498661,253.232912,136.8637405,137.2412376,416.6145287,737.3548868,898.4463909,938.2367594,936.5086903,933.2844103,730.8758096,647.6441514,525.4691467,520.6096221,514.9836456,508.6016982,354.6282908,132.217526,131.1185994,232.8768518,465.8145563,455.193579,443.9277224,432.0378509,419.5459599,406.4751317,392.8494897,275.0641015,114.3607795,112.0504606,109.6053346,107.0169162,104.2749337,101.366953,98.2779136,94.98955918,91.47973627,87.7215381,83.68227228,79.32224972,74.59344326,69.4381863,63.78836947,57.56624618,50.68943511,43.08601129,34.7327445,25.74358276,16.55358844,8.210852153,70.70806164,0,0,0
322,348,NORTHWEST,19.33719653,28.54193447,37.36262975,45.48954097,52.86473829,59.53265088,65.57099891,71.06169708,76.07979624,80.69018394,84.94745232,88.89693031,92.57602717,96.0155442,99.24083261,102.2727705,105.1285687,107.8224291,156.5757178,189.4635416,206.4822845,223.5370391,241.6750921,352.6408358,363.3173335,448.6725734,524.6680266,644.0187492,808.8199377,687.2426041,401.4266338,540.7550245,725.8602133,706.0983189,592.9245748,521.885512,308.1154952,247.251173,153.0561897,137.5207675,137.7019827,137.7851028,137.7701331,137.6570725,137.4459131,137.1366372,136.7292113,136.2235784,135.619648,134.9172837,134.1162884,133.2163866,132.2172026,131.1182356,129.9188293,128.6181364,127.2150765,125.7082869,124.0960634,122.3762913,120.5463627,118.6030782,116.5425293,114.3599571,112.0495819,109.6043962,107.0159137,104.2738623,101.3658064,98.2766846,94.98823881,91.47831374,87.72000028,83.68060317,79.32042989,74.59144912,69.43598952,63.78593671,57.56353982,50.68641673,43.0826515,34.72904754,25.73964231,16.54969736,8.207638832,170.2345221,1,0.005874249,0
349,331,SOUTHWEST,19.32771429,28.53250972,37.35379987,45.48146633,52.8574137,59.52600951,65.564958,71.05617642,76.07472467,80.6855008,84.94310689,88.89288059,92.57223852,96.01198807,99.23748551,102.269613,105.125585,107.819606,110.3634065,112.7666773,115.0374234,117.1822531,119.2066147,179.7850003,723.8995342,746.8350989,768.6599274,588.8749517,129.0245604,619.737848,843.986213,859.6317509,799.3278448,209.3359309,516.0277859,908.5200789,917.1957286,924.4137188,930.159626,934.421983,937.192292,938.4650339,938.2376734,936.5106611,933.2874338,374.132181,607.594327,836.5254861,828.9308759,515.7886126,582.0914895,869.7433936,855.0297351,838.9834219,821.6369792,803.0256997,783.1876136,762.1634627,739.9966777,716.7333624,692.4222869,667.1148951,640.8653293,317.1444878,112.05214,109.6071106,107.0187952,104.2769236,101.3690632,98.28015573,94.99194707,91.48228684,87.7242719,83.68521425,79.32543013,74.59689859,69.44196006,63.79251238,57.57081448,50.69448458,43.09158071,34.73881581,25.7499924,16.55985636,8.215977606,67.26683941,0,0,0
330,349,NORTHWEST,19.33065684,28.53543703,37.35654472,45.48397843,52.85969421,59.52807885,65.56684161,71.05789901,76.07630823,80.68696407,84.94446554,88.89414762,92.57342464,96.01310212,99.23853476,102.2706035,105.1265215,107.8204928,110.3642468,112.7674738,115.0381785,117.1829687,119.2072922,121.1156315,122.9116646,124.5983987,126.1782813,127.6532935,129.0250283,200.6461572,606.53187,739.3202763,873.9403374,886.8726888,898.408187,908.5236594,917.1988268,924.4163277,930.1617396,934.4235962,937.1934009,858.3837597,671.4219682,537.1277028,243.6262478,137.1368617,136.7295091,136.2239496,135.6200928,134.9178024,134.1168814,133.2170542,132.2179453,131.1190539,129.9197239,128.6191082,127.2161266,125.7094165,124.097274,122.3775849,120.5477417,118.6045453,116.544088,114.3616115,112.0513369,109.6062579,107.0178894,104.2759607,101.3680382,98.2790625,94.99077843,91.48103397,87.72292407,83.68375842,79.32385046,74.59517595,69.44007154,63.79043114,57.56851054,50.69192777,43.08874903,34.73571591,25.7467055,16.5566277,8.213325224,125.6464674,0,0,0
