1,-74.01240834,40.70143683
3,-74.0111561,40.7017938
2,-74.01394719,40.70122596
6,-74.0128371,40.7024415
7,-74.0122323,40.7027326
8,-74.0115091,40.7029687
5,-74.0137608,40.7024037
9,-74.0130041,40.7031174
11,-74.01257,40.703207
12,-74.00787634,40.70326482
13,-74.0115825,40.7035187
14,-74.013114,40.703588
10,-74.0144384,40.7031516
15,-74.0144036,40.7036143
16,-74.00842088,40.70374964
17,-74.0070607,40.7037691
19,-74.013192,40.7040587
20,-74.00887628,40.70414741
22,-74.0062889,40.7042568
23,-74.007671,40.704285
24,-74.009424,40.7045078
25,-74.0142326,40.70457822
4,-74.01561139,40.70190239
28,-74.01543838,40.70486669
26,-74.01498273,40.7047789
29,-74.0069496,40.7048017
27,-74.01668124,40.70482517
31,-74.0088781,40.7048603
21,-74.011569,40.704249
33,-74.0133173,40.705045
32,-74.0115503,40.7049909
34,-74.009984,40.705148
35,-74.007392,40.705183
36,-74.0047522,40.7052372
37,-74.009016,40.705313
38,-74.0044746,40.7054111
40,-74.007949,40.705547
41,-74.006766,40.705624
30,-74.017352,40.7049176
43,-74.009866,40.705797
44,-74.0055072,40.705794
45,-74.0132406,40.7058713
46,-74.0038616,40.7057934
47,-74.0052181,40.7059869
39,-74.0090528,40.7055418
48,-74.0088308,40.7060194
42,-74.0170123,40.7057939
51,-74.0060157,40.706146
53,-74.01118631,40.7062817
54,-74.00313312,40.70625279
55,-74.009502,40.706379
56,-74.00713,40.706375
57,-74.005691,40.706375
59,-74.004558,40.706407
50,-74.01793,40.706175
58,-74.0167436,40.7064989
62,-74.0023323,40.7067145
63,-74.01247894,40.70680202
65,-74.0050009,40.7068535
52,-74.0143097,40.7062925
61,-74.0175699,40.7068323
49,-74.007452,40.706051
69,-74.0064696,40.706993
70,-74.01395671,40.70711543
60,-74.006781,40.706724
75,-74.002744,40.707216
64,-74.00356582,40.70679541
68,-74.008996,40.706953
72,-74.0165254,40.7072151
79,-74.005482,40.707387
80,-74.011947,40.707452
81,-74.0040852,40.7074467
82,-74.0010232,40.7074429
78,-74.0171175,40.7074569
84,-74.01564066,40.7077343
85,-74.0146924,40.707428
71,-74.01068476,40.70715692
76,-74.00393656,40.70726031
77,-74.0086352,40.7073347
74,-74.007459,40.707219
66,-74.01352613,40.70693972
89,-74.0129583,40.7077766
90,-74.011695,40.7077665
91,-74.0068357,40.707855
92,-74.0043276,40.707836
93,-74.006021,40.707905
94,-74.0014687,40.7078766
95,-74.0135999,40.7079832
96,-74.0001406,40.7079114
88,-74.008269,40.707722
87,-74.003108,40.707671
86,-74.010201,40.707694
101,-74.0143778,40.7082321
102,-74.006531,40.708227
103,-74.011248,40.708304
97,-74.0080159,40.7079881
105,-74.0076525,40.7083571
106,-74.017764,40.7079616
98,-74.016626,40.708134
108,-74.0004737,40.7083535
110,-74.01533765,40.70852444
111,-73.99921567,40.70841681
112,-74.0110147,40.708592
100,-74.009829,40.708117
114,-74.0132592,40.7087418
107,-74.017398,40.708457
116,-74.0072883,40.7087143
117,-74.010846,40.708797
104,-74.0018952,40.7082735
118,-74.0008601,40.708794
99,-74.0034584,40.7080617
120,-74.0121348,40.7089925
121,-74.0140487,40.7090879
113,-74.009371,40.708614
109,-74.0047736,40.7084063
125,-74.010542,40.709154
127,-73.996231,40.7092057
128,-74.012992,40.709354
129,-74.0150041,40.709475
123,-74.0130785,40.7091587
122,-74.008893,40.709044
132,-74.008418,40.70953
119,-74.002503,40.708846
133,-74.001657,40.7094916
124,-74.00550367,40.70910346
135,-73.9940271,40.7095182
126,-74.011935,40.709306
137,-74.012839,40.70971
130,-74.00511885,40.70941064
131,-74.0138882,40.7095053
140,-74.009988,40.709806
141,-73.9963823,40.7097487
143,-73.99199115,40.70980134
144,-74.00605526,40.7099386
139,-74.01488637,40.70983083
146,-74.0126714,40.7101452
136,-74.011674,40.709687
147,-74.00116071,40.71012553
138,-74.004827,40.70966
134,-74.0064305,40.70956401
151,-73.9897846,40.7101314
152,-73.9965084,40.7102137
153,-74.00952249,40.71035257
145,-74.0163751,40.7100848
150,-74.0077435,40.71021644
157,-74.00727073,40.71062388
158,-73.9941417,40.7105573
148,-73.9941033,40.7100939
159,-73.9865861,40.7104935
160,-74.00905747,40.71089486
161,-73.9847108,40.7107224
162,-73.99255964,40.71081181
164,-73.98384,40.710775
149,-74.0042501,40.710185
165,-74.003624,40.710952
166,-74.01454051,40.71108509
167,-73.983255,40.710816
168,-73.992104,40.71093177
169,-73.9805633,40.71099519
156,-74.005599,40.710397
171,-73.98983524,40.71122631
172,-74.00863327,40.71139199
173,-73.9847882,40.7112553
174,-73.9967881,40.7113795
175,-74.0158085,40.7115654
179,-73.9833037,40.7113546
180,-74.00760854,40.71162075
170,-74.006478,40.711231
181,-74.0058474,40.7116883
182,-73.9867457,40.7115353
185,-74.0070496,40.7117884
183,-73.9942643,40.7116012
186,-73.99305832,40.71170709
188,-73.99231199,40.71177268
189,-73.9848563,40.7117249
187,-73.9997023,40.7117948
192,-74.0081225,40.7119926
193,-74.0060876,40.7120267
191,-73.9986794,40.7118881
176,-74.010465,40.711535
195,-74.0101303,40.7120904
194,-73.9977749,40.7119735
196,-73.99694,40.7120907
197,-74.00551697,40.7121886
184,-73.9806212,40.7115339
198,-73.9943622,40.7123164
200,-73.9934414,40.7123948
201,-74.0076602,40.7125409
202,-73.97777606,40.71233946
203,-73.99241653,40.71246883
204,-73.9989343,40.7125535
207,-73.9979934,40.7127307
208,-73.9971157,40.7128049
206,-73.98994066,40.71265995
210,-74.0117733,40.7130017
211,-74.0072254,40.7130447
209,-73.9884926,40.712783
213,-73.994459,40.713021
215,-73.99381996,40.71307439
205,-74.0096747,40.7127264
216,-74.0092662,40.7132584
